29100.10,0.19,0.27
29400.10,0.56,0.77
29700.10,0.54,0.88
30000.10,0.76,0.98
30300.10,0.71,0.92
30600.10,0.73,0.90
30900.10,0.77,0.91
31200.10,0.89,0.99
31500.10,0.93,1.00
31800.10,0.86,1.00
32100.10,0.00,0.31
32400.10,0.16,0.19
32700.10,0.53,0.64
33000.10,0.68,0.82
33300.10,0.00,0.60
33600.10,0.31,0.34
33900.10,0.31,0.34
34200.10,0.00,0.11
34500.10,0.05,0.06
34800.10,0.00,0.18
35100.10,0.12,0.14
35400.10,0.00,0.42
35700.10,0.03,0.17
36000.10,0.00,0.17
36300.10,0.09,0.11
36600.10,0.41,0.52
36900.10,0.81,1.00
37200.10,0.00,0.37
37500.10,0.15,0.26
37800.10,0.53,0.69
38100.10,0.00,0.67
38400.10,0.16,0.27
38700.10,0.18,0.30
39000.10,0.23,0.34
39300.10,0.48,0.63
39600.10,0.57,0.78
39900.10,0.99,1.06
40200.10,0.67,0.93
40500.10,0.82,0.96
40800.10,0.94,1.01
41100.10,0.62,0.99
41400.10,0.70,0.91
41700.10,1.00,1.06
42000.10,0.70,0.89
42300.10,0.79,0.98
42600.10,0.75,0.90
42900.10,0.92,1.04
43200.10,0.83,0.96
43500.10,1.00,1.09
43800.10,0.83,1.04
44100.10,0.93,1.01
44400.10,0.73,0.94
44700.10,0.78,1.04
45000.10,0.61,0.78
45300.10,0.76,0.95
45600.10,0.86,0.98
45900.10,0.98,1.08
46200.10,0.78,0.94
46500.10,0.89,1.04
46800.10,0.80,0.98
47100.10,0.73,1.00
47400.10,0.89,1.02
47700.10,0.76,0.95
48000.10,1.00,1.07
48300.10,0.66,0.79
48600.10,0.75,0.87
48900.10,0.00,0.59
49200.10,0.31,0.41
49500.10,0.00,0.68
49800.10,0.08,0.30
50100.10,0.00,0.12
50400.10,0.06,0.07
50700.10,0.00,0.40
51000.10,0.24,0.25
51300.10,1.00,1.09
51600.10,0.94,1.08
51900.10,0.60,0.86
52200.10,0.87,1.04
52500.10,0.80,1.07
52800.10,0.36,0.47
53100.10,0.00,0.28
53400.10,0.18,0.24
53700.10,0.46,0.61
54000.10,0.60,0.72
54300.10,0.93,1.00
54600.10,0.88,1.03
54900.10,0.70,0.96
55200.10,0.68,0.94
55500.10,0.83,0.93
55800.10,0.96,1.05
56100.10,0.66,0.93
56400.10,0.88,1.05
56700.10,0.92,1.00
57000.10,0.79,0.98
57300.10,0.86,1.05
57600.10,0.81,1.03
57900.10,0.76,0.97
58200.10,0.67,0.90
58500.10,0.69,0.92
58800.10,0.94,1.04
59100.10,1.00,1.03
59400.10,0.68,0.91
59700.10,0.85,1.02
60000.10,0.87,0.88
60300.10,0.00,0.43
60600.10,0.05,0.16
60900.10,0.00,0.20
61200.10,0.09,0.11
61500.10,0.29,0.33
61800.10,0.39,0.49
62100.10,0.72,0.92
62400.10,0.90,1.02
62700.10,0.69,0.86
63000.10,0.86,0.98
63300.10,1.00,1.09
63600.10,0.65,0.91
63900.10,0.77,0.99
64200.10,0.97,1.05
64500.10,0.77,0.96
64800.10,0.79,0.96
65100.10,0.86,0.98
65400.10,0.88,1.01
65700.10,0.82,0.97
66000.10,0.84,1.00
66300.10,0.00,0.75
66600.10,0.23,0.39
67200.10,0.00,0.30
67500.10,0.18,0.24
67800.10,0.24,0.34
68100.10,0.61,0.88
68400.10,1.00,1.06
68700.10,0.59,0.87
69000.10,1.00,1.19
69300.10,0.58,0.76
69600.10,0.47,0.80
69900.10,0.64,0.85
70200.10,0.65,0.82
70500.10,1.00,1.04
70800.10,0.72,0.92
71100.10,0.98,1.01
71400.10,0.71,0.96
71700.10,0.75,0.88
72000.10,0.99,1.13
72300.10,0.66,0.81
72600.10,0.00,0.26
72900.10,0.18,0.20
73200.10,0.20,0.35
73500.10,0.87,0.98
73800.10,0.69,0.91
74100.10,0.67,0.91
74400.10,0.79,0.93
74700.10,1.00,1.05
75000.10,1.00,1.03
75300.10,0.86,0.98
75600.10,0.95,1.09
75900.10,0.93,1.08
76200.10,0.65,0.88
76500.10,0.88,1.02
76800.10,0.62,0.87
77100.10,0.70,0.86
77400.10,0.80,0.94
77700.10,0.79,0.97
78000.10,0.88,1.02
78300.10,0.67,0.92
78600.10,0.74,0.95
78900.10,0.73,0.94
79200.10,0.79,0.91
79500.10,0.99,0.99
79800.10,1.00,1.06
80100.10,0.79,0.96
80400.10,1.00,1.08
80700.10,0.60,0.81
81000.10,0.86,1.02
81300.10,0.68,0.91
81600.10,1.00,1.09
81900.10,0.97,1.06
82200.10,0.77,1.01
82500.10,0.57,0.89
82800.10,0.79,0.97
83100.10,0.76,0.98
83400.10,0.61,0.86
83700.10,0.00,0.07
84000.10,0.03,0.04
84300.10,0.00,0.09
84600.10,0.03,0.04
84900.10,0.00,0.10
85200.10,0.03,0.04
85500.10,0.00,0.02
85800.10,0.01,0.01
86100.10,0.00,0.59
