62400.10,0.82,0.96
62700.10,0.91,0.97
63000.10,0.00,0.22
63300.10,0.19,0.17
63600.10,0.33,0.56
63900.10,0.00,0.26
64200.10,0.10,0.14
64500.10,0.22,0.32
64800.10,0.54,0.68
65100.10,0.96,1.03
65400.10,1.00,1.08
65700.10,0.57,0.83
66000.10,0.00,0.46
66300.10,0.14,0.31
66600.10,0.53,0.60
66900.10,0.45,0.77
67200.10,0.83,0.97
67500.10,0.71,0.95
67800.10,0.58,0.92
68100.10,0.00,0.38
68400.10,0.17,0.21
68700.10,0.21,0.33
69000.10,0.61,0.63
69300.10,0.84,1.02
69600.10,0.90,1.03
69900.10,0.81,0.98
70200.10,0.85,1.01
70500.10,0.77,0.98
70800.10,0.65,0.89
71100.10,0.90,1.02
71400.10,0.66,0.76
71700.10,0.67,0.83
72000.10,1.00,1.08
72300.10,0.57,0.78
72600.10,0.66,0.89
72900.10,0.73,0.91
73200.10,0.88,0.99
73500.10,1.00,1.19
73800.10,0.79,0.89
74100.10,0.81,1.03
74400.10,0.74,0.90
74700.10,0.92,1.04
75000.10,0.90,1.08
75300.10,0.71,0.87
75600.10,0.92,1.01
75900.10,0.47,0.77
76200.10,0.67,0.86
76500.10,0.65,0.96
76800.10,0.87,0.98
77100.10,0.65,0.84
77400.10,0.96,0.98
77700.10,0.90,1.00
78000.10,0.00,0.66
78300.10,0.36,0.46
78600.10,0.46,0.59
78900.10,0.45,0.76
79200.10,0.80,0.85
79500.10,0.76,0.94
79800.10,1.00,1.08
80100.10,0.40,0.57
80400.10,0.00,0.45
80700.10,0.21,0.30
81000.10,0.32,0.44
81300.10,0.35,0.52
81600.10,0.32,0.48
81900.10,0.00,0.81
82200.10,0.42,0.52
82500.10,0.00,0.11
82800.10,0.05,0.07
83100.10,0.00,0.26
83400.10,0.10,0.15
83700.10,0.33,0.58
84000.10,0.00,0.52
84300.10,0.21,0.25
84600.10,0.50,0.60
84900.10,0.00,0.25
85200.10,0.26,0.24
85500.10,0.29,0.36
85800.10,0.15,0.38
86100.10,0.45,0.52
